Table S1. Essentiality classification for genes of the TL data,,,,,
Gene,Insertion Index Score,Log Likelihood Ratio,Essential,Non-essential,Unclear
mqsA,"0,138888889","9,418401974",0,1,0
mqsR,"0,457912458","36,21806495",0,1,0
ygiV,"0,250517598","19,93630596",0,1,0
ygiW,"0,27735369","22,20000327",0,1,0
qseB,"0,237878788","18,84478244",0,1,0
qseC,"0,244444444","19,41402196",0,1,0
ygiZ,"0,144144144","9,975547833",0,1,0
mdaB,"0,283505155","22,70970107",0,1,0
ygiN,"0,307936508","24,70452124",0,1,0
parE,"0,00792393","-17,28738803",1,0,0
yqiA,"0,18556701","14,10156041",0,1,0
cpdA,"0,237922705","18,84860646",0,1,0
yqiB,"0,208037825","16,18948177",0,1,0
nudF,"0,204761905","15,89033071",0,1,0
tolC,"0,207152497","16,10879915",0,1,0
ygiB,"0,232142857","18,34336364",0,1,0
ygiC,"0,222222222","17,4664758",0,1,0
ygiD,"0,263624842","21,05049905",0,1,0
zupT,"0,30620155","24,56431815",0,1,0
ribB,"0,051987768","-2,23234331",0,0,1
yqiC,"0,264604811","21,13312427",0,1,0
ygiL,"0,416666667","33,14909735",0,1,0
yqiG,"0,450687146","35,68462389",0,1,0
insC1,"0,431693989","34,27411342",0,1,0
insD1,"0,452538631","35,82147794",0,1,0
yqiH,"0,28","22,41966164",0,1,0
yqiI,"0,310798122","24,93531247",0,1,0
glgS,"0,621890547","47,96153329",0,1,0
yqiJ,"0,436507937","34,63278551",0,1,0
yqiK,"0,218411552","17,12620668",0,1,0
ibsD,"0,233333333","18,4477573",0,1,0
ibsE,"0,233333333","18,4477573",0,1,0
hldE,"0,093444909","4,103501824",0,1,0
glnE,"0,229144667","18,07967549",0,1,0
ygiF,"0,224270353","17,64855314",0,1,0
ygiM,"0,223832528","17,60967753",0,1,0
cca,"0,020177563","-10,37828348",1,0,0
bacA,"0,204379562","15,85530653",0,1,0
folB,"0,029810298","-7,225681066",1,0,0
plsY,"0,220064725","17,27406797",0,1,0
ttdR,"0,419078242","33,33020307",0,1,0
ttdA,"0,307017544","24,63028546",0,1,0
ttdB,"0,171617162","12,75781945",0,1,0
ttdT,"0,202868852","15,71669205",0,1,0
tsaD,"0,006903353","-18,25994026",1,0,0
rpsU,"0,013888889","-13,22155404",1,0,0
dnaG,"0,001718213","-27,76675924",1,0,0
rpoD,"0,001628664","-28,12612808",1,0,0
mug,"0,199211045","15,37954146",0,1,0
yqjH,"0,211764706","16,5278219",0,1,0
yqjI,"0,174679487","13,05631413",0,1,0
aer,"0,237343853","18,79818547",0,1,0
patA,"0,189130435","14,43858051",0,1,0
ygjH,"0,183183183","13,87474769",0,1,0
ebgR,"0,176829268","13,26464127",0,1,0
ebgA,"0,202069188","15,64317112",0,1,0
ebgC,"0,535555556","41,85592631",0,1,0
ygjI,"0,453974895","35,92756427",0,1,0
ygjJ,"0,360410831","28,85545843",0,1,0
ygjK,"0,18835034","14,3650049",0,1,0
fadH,"0,202080238","15,64418776",0,1,0
higA,"0,040767386","-4,505615563",1,0,0
higB,"0,250793651","19,95995236",0,1,0
rlmG,"0,220756376","17,33581878",0,1,0
ygjP,"0,216269841","16,93408572",0,1,0
ygjQ,"0,183261183","13,88218669",0,1,0
ygjR,"0,196555218","15,13335327",0,1,0
alx,"0,222567288","17,497191",0,1,0
sstT,"0,273092369","21,84501941",0,1,0
ygjV,"0,219202899","17,1970324",0,1,0
uxaA,"0,229166667","18,08161445",0,1,0
uxaC,"0,217975938","17,08718211",0,1,0
exuT,"0,263565891","21,04552574",0,1,0
exuR,"0,195624196","15,04676574",0,1,0
yqjA,"0,235294118","18,61932533",0,1,0
mzrA,"0,2890625","23,16748935",0,1,0
yqjC,"0,189701897","14,49240718",0,1,0
yqjD,"0,215686275","16,88162535",0,1,0
yqjE,"0,224691358","17,68591148",0,1,0
yqjK,"0,216666667","16,96973135",0,1,0
yqjF,"0,170483461","12,64678369",0,1,0
yqjG,"0,224924012","17,70654633",0,1,0
yhaH,"0,338797814","27,16541409",0,1,0
yhaI,"0,50140056","39,39569258",0,1,0
yhaJ,"0,303232999","24,3239337",0,1,0
yhaK,"0,226495726","17,84576209",0,1,0
yhaL,"0,121212121","7,470224255",0,1,0
yhaM,"0,211289092","16,48475947",0,1,0
yhaO,"0,26951952","21,54614846",0,1,0
tdcG,"0,221245421","17,37944165",0,1,0
tdcF,"0,21025641","16,3911441",0,1,0
tdcE,"0,287145969","23,00989546",0,1,0
tdcD,"0,461538462","36,48514701",0,1,0
tdcC,"0,321321321","25,77927033",0,1,0
tdcB,"0,404040404","32,19720584",0,1,0
tdcA,"0,370607029","29,64431264",0,1,0
tdcR,"0,109589041","6,114527671",0,1,0
yhaB,"0,209259259","16,3005983",0,1,0
yhaC,"0,082491582","2,629595299",0,0,1
garK,"0,19895288","15,35566234",0,1,0
garR,"0,218079096","17,09642592",0,1,0
garL,"0,199740597","15,42848795",0,1,0
garP,"0,249438202","19,84376877",0,1,0
garD,"0,24173028","19,17929873",0,1,0
prlF,"0,258928571","20,65325637",0,1,0
yhaV,"0,255913978","20,39711959",0,1,0
agaR,"0,214814815","16,80319416",0,1,0
kbaZ,"0,184231069","13,97458662",0,1,0
agaV,"0,143459916","9,903520035",0,1,0
agaW,"0,229333333","18,09630157",0,1,0
agaA,"0,2","15,45244758",0,1,0
agaS,"0,16969697","12,56958239",0,1,0
kbaY,"0,297328688","23,84392329",0,1,0
agaB,"0,343815514","27,56005614",0,1,0
agaC,"0,330845771","26,53699638",0,1,0
agaD,"0,20959596","16,331189",0,1,0
agaI,"0,316137566","25,36445091",0,1,0
yraH,"0,439316239","34,84165051",0,1,0
yraI,"0,425287356","33,79549634",0,1,0
yraJ,"0,323400874","25,9451953",0,1,0
yraK,"0,283882784","22,74088778",0,1,0
rsmI,"0,205574913","15,964729",0,1,0
lpoA,"0,257731959","20,55169398",0,1,0
yraN,"0,323232323","25,93175705",0,1,0
diaA,"0,21319797","16,65738946",0,1,0
yraP,"0,291666667","23,38116139",0,1,0
yraQ,"0,243035543","19,29228194",0,1,0
yraR,"0,22327044","17,55973116",0,1,0
yhbO,"0,167630058","12,36601519",0,1,0
yhbP,"0,20045045","15,49402676",0,1,0
yhbQ,"0,194719472","14,96248046",0,1,0
yhbS,"0,291666667","23,38116139",0,1,0
yhbT,"0,211428571","16,49739146",0,1,0
yhbU,"0,269076305","21,50899284",0,1,0
yhbV,"0,253697383","20,2082008",0,1,0
yhbW,"0,237103175","18,77720961",0,1,0
mtr,"0,232128514","18,34210483",0,1,0
deaD,"0,176719577","13,25403541",0,1,0
yrbN,"0,197530864","15,22393172",0,1,0
nlpI,"0,145762712","10,14534161",0,1,0
pnp,"0,053370787","-1,976698878",0,0,1
rpsO,"0,02962963","-7,276601225",1,0,0
truB,"0,219047619","17,18314163",0,1,0
rbfA,"0,042288557","-4,173126561",1,0,0
infB,"0,011597456","-14,55005461",1,0,0
nusA,"0,016801075","-11,78978054",1,0,0
rimP,"0,092715232","4,008398827",0,1,0
argG,"0,261160714","20,84233285",0,1,0
yhbX,"0,495694957","38,9818252",0,1,0
secG,"0,108108108","5,936754821",0,1,0
glmM,"0,007473842","-17,70089145",1,0,0
folP,"0,041224971","-4,404661108",1,0,0
ftsH,"0,042377261","-4,154008379",1,0,0
rlmE,"0,047619048","-3,07189857",0,0,1
yhbY,"0,224489796","17,66802856",0,1,0
greA,"0,21802935","17,09196845",0,1,0
dacB,"0,244769874","19,44211031",0,1,0
obgE,"0,028985507","-7,460166058",1,0,0
yhbE,"0,188405797","14,37023913",0,1,0
rpmA,"0,003875969","-22,25757105",1,0,0
rplU,"0,006410256","-18,7793833",1,0,0
ispB,"0,011316872","-14,72869052",1,0,0
sfsB,"0,23655914","18,72977006",0,1,0
murA,"0,001587302","-28,29874364",1,0,0
ibaG,"0,184313725","13,98245266",0,1,0
mlaB,"0,336734694","27,0027312",0,1,0
mlaC,"0,290880503","23,3167126",0,1,0
mlaD,"0,280797101","22,48570913",0,1,0
mlaE,"0,277139208","22,18217385",0,1,0
mlaF,"0,288888889","23,15322558",0,1,0
yrbG,"0,311860941","25,02088621",0,1,0
kdsD,"0,219858156","17,25561278",0,1,0
kdsC,"0,132275132","8,703671917",0,1,0
lptC,"0,071180556","0,983663531",0,0,1
lptA,"0,021505376","-9,878006498",1,0,0
lptB,"0,002754821","-24,58263598",1,0,0
rpoN,"0,174337517","13,02308338",0,1,0
hpf,"0,21875","17,15650844",0,1,0
ptsN,"0,191056911","14,61979826",0,1,0
yhbJ,"0,224561404","17,67438235",0,1,0
npr,"0,245421245","19,49829603",0,1,0
yrbL,"0,254344392","20,26339671",0,1,0
mtgA,"0,233196159","18,43573723",0,1,0
elbB,"0,264525994","21,12648225",0,1,0
arcB,"0,195121951","14,99999349",0,1,0
yhcC,"0,251612903","20,0300815",0,1,0
gltB,"0,23245909","18,37111122",0,1,0
gltD,"0,238195913","18,87239067",0,1,0
gltF,"0,528104575","41,32164087",0,1,0
yhcA,"0,444444444","35,2223612",0,1,0
yhcD,"0,312762385","25,09340648",0,1,0
yhcE,"0,278388278","22,28595086",0,1,0
insH1,"0,385447394","30,78359643",0,1,0
yhcF,"0,481171548","37,92433768",0,1,0
yhcG,"0,252659574","20,11957606",0,1,0
yhcH,"0,260215054","20,76228901",0,1,0
nanK,"0,215753425","16,88766434",0,1,0
nanE,"0,173913043","12,98179993",0,1,0
nanT,"0,242119383","19,21299946",0,1,0
nanA,"0,249440716","19,84398444",0,1,0
nanR,"0,196969697","15,1718531",0,1,0
dcuD,"0,342105263","27,42570528",0,1,0
sspB,"0,238955823","18,93849918",0,1,0
sspA,"0,190923318","14,60725343",0,1,0
rpsI,"0,010178117","-15,49772501",1,0,0
rplM,0,"-172,1619602",1,0,0
yhcM,"0,210992908","16,45792583",0,1,0
yhcB,"0,310776942","24,93360636",0,1,0
degQ,"0,23245614","18,37085243",0,1,0
degS,"0,143258427","9,882280933",0,1,0
mdh,"0,144834931","10,04811489",0,1,0
argR,"0,231422505","18,28011111",0,1,0
yhcN,"0,204545455","15,87050584",0,1,0
yhcO,"0,146520147","10,22451808",0,1,0
aaeB,"0,221544715","17,40612276",0,1,0
aaeA,"0,263665595","21,05393692",0,1,0
aaeX,"0,254901961","20,3109282",0,1,0
aaeR,"0,187096774","14,24653521",0,1,0
tldD,"0,231673582","18,30216489",0,1,0
yhdP,"0,247829519","19,70562533",0,1,0
rng,"0,221768707","17,42608303",0,1,0
yhdE,"0,249158249","19,81974806",0,1,0
mreD,"0,028629857","-7,562911402",1,0,0
mreC,"0,031702899","-6,706333794",1,0,0
mreB,"0,006704981","-18,46456543",1,0,0
csrD,"0,256053581","20,40900115",0,1,0
acuI,"0,247179487","19,64972586",0,1,0
yrdF,"0,237762238","18,83463289",0,1,0
yrdE,"0,217171717","17,01506633",0,1,0
accB,"0,006369427","-18,82407043",1,0,0
accC,"0,002962963","-24,08848745",1,0,0
yhdT,"0,189300412","14,45459713",0,1,0
panF,"0,225206612","17,73160152",0,1,0
prmA,"0,180272109","13,59624695",0,1,0
dusB,"0,212215321","16,56859012",0,1,0
fis,"0,205387205","15,94756107",0,1,0
yhdJ,"0,196610169","15,13845921",0,1,0
yhdU,"0,488888889","38,48698535",0,1,0
acrS,"0,429864253","34,13757081",0,1,0
acrE,"0,29015544","23,25722996",0,1,0
acrF,"0,229307568","18,09403131",0,1,0
yhdV,"0,648648649","49,82611294",0,1,0
yhdW,"0,290448343","23,28126407",0,1,0
yhdX,"0,22250423","17,49157923",0,1,0
yhdY,"0,196557971","15,13360909",0,1,0
yhdZ,"0,152832675","10,87767408",0,1,0
yrdA,"0,392792793","31,34382026",0,1,0
yrdB,"0,360465116","28,85967208",0,1,0
aroE,"0,328449328","26,34687408",0,1,0
tsaC,"0,02443281","-8,860280933",1,0,0
yrdD,"0,35174954","28,1812077",0,1,0
smg,"0,375527426","30,02318277",0,1,0
smf,"0,326222222","26,16987056",0,1,0
def,"0,029411765","-7,338332519",1,0,0
fmt,"0,021097046","-10,0290149",1,0,0
rsmB,"0,271317829","21,69672147",0,1,0
trkA,"0,265795207","21,23336948",0,1,0
mscL,"0,469586375","37,07648583",0,1,0
arfA,"0,456621005","36,12284004",0,1,0
zntR,"0,281690141","22,55964278",0,1,0
yhdN,"0,184281843","13,97941874",0,1,0
rplQ,"0,002604167","-24,96358498",1,0,0
rpoA,"0,004040404","-21,97298241",1,0,0
rpsD,0,"-172,1619602",1,0,0
rpsK,0,"-172,1619602",1,0,0
rpsM,0,"-172,1619602",1,0,0
rpmJ,"0,051282051","-2,36458039",0,0,1
secY,"0,000750751","-33,30101992",1,0,0
rplO,0,"-172,1619602",1,0,0
rpmD,0,"-172,1619602",1,0,0
rpsE,0,"-172,1619602",1,0,0
rplR,0,"-172,1619602",1,0,0
rplF,0,"-172,1619602",1,0,0
rpsH,"0,002544529","-25,12036917",1,0,0
rpsN,0,"-172,1619602",1,0,0
rplE,"0,001851852","-27,26337251",1,0,0
rplX,0,"-172,1619602",1,0,0
rplN,0,"-172,1619602",1,0,0
rpsQ,"0,003921569","-22,17749955",1,0,0
rpmC,"0,005208333","-20,22413515",1,0,0
rplP,"0,00729927","-17,86758046",1,0,0
rpsC,"0,004273504","-21,58814052",1,0,0
rplV,"0,012012012","-14,2931597",1,0,0
rpsS,"0,003584229","-22,79249401",1,0,0
rplB,"0,00486618","-20,69390119",1,0,0
rplW,"0,00330033","-23,35518875",1,0,0
rplD,"0,00330033","-23,35518875",1,0,0
rplC,"0,004761905","-20,84336986",1,0,0
rpsJ,"0,006410256","-18,7793833",1,0,0
gspB,"0,354761905","28,41615463",0,1,0
gspA,"0,491156463","38,65199155",0,1,0
gspC,"0,446078431","35,3434801",0,1,0
gspD,"0,338453661","27,13829378",0,1,0
gspE,"0,287449393","23,03486516",0,1,0
gspF,"0,319131161","25,60422053",0,1,0
gspG,"0,285388128","22,86509145",0,1,0
gspH,"0,315686275","25,32825394",0,1,0
gspI,"0,264550265","21,12852766",0,1,0
gspJ,"0,321428571","25,78783442",0,1,0
gspK,"0,356707317","28,56763146",0,1,0
gspL,"0,358247423","28,68741005",0,1,0
gspM,"0,277056277","22,17527891",0,1,0
gspO,"0,365781711","29,27163126",0,1,0
bfr,"0,358490566","28,70630879",0,1,0
bfd,"0,4","31,89125506",0,1,0
chiA,"0,386414254","30,85747291",0,1,0
tufA,"0,133333333","8,819098631",0,1,0
fusA,"0,005200946","-20,23396158",1,0,0
rpsG,"0,024074074","-8,979386506",1,0,0
rpsL,"0,008","-17,21967899",1,0,0
tusB,"0,09375","4,143146143",0,1,0
tusC,"0,097222222","4,589508227",0,1,0
tusD,"0,139534884","9,487384833",0,1,0
yheO,"0,182572614","13,81647516",0,1,0
fkpA,"0,279212792","22,35438127",0,1,0
slyX,"0,292237443","23,42792281",0,1,0
slyD,"0,280879865","22,49256386",0,1,0
yheV,"0,189054726","14,43144487",0,1,0
kefB,"0,277408638","22,20457034",0,1,0
kefG,"0,29009009","23,25186676",0,1,0
yheS,"0,246081505","19,55520094",0,1,0
yheT,"0,272727273","21,81453135",0,1,0
yheU,"0,242009132","19,20345221",0,1,0
prkB,"0,31954023","25,63693914",0,1,0
yhfA,"0,244444444","19,41402196",0,1,0
crp,"0,060031596","-0,803959753",0,0,1
yhfK,"0,288159772","23,09329565",0,1,0
argD,"0,263718264","21,05837977",0,1,0
pabA,"0,257092199","20,49733596",0,1,0
fic,"0,230514096","18,20025428",0,1,0
yhfG,"0,267857143","21,40669523",0,1,0
ppiA,"0,242582897","19,25312274",0,1,0
tsgA,"0,338409475","27,13481129",0,1,0
nirB,"0,28341195","22,70200188",0,1,0
nirD,"0,214067278","16,73582929",0,1,0
nirC,"0,340768278","27,32056173",0,1,0
cysG,"0,374818049","29,96863157",0,1,0
yhfL,"0,494047619","38,86217007",0,1,0
frlA,"0,306427504","24,58258961",0,1,0
frlB,"0,218963832","17,17564497",0,1,0
frlC,"0,243080626","19,29618089",0,1,0
frlD,"0,27735369","22,20000327",0,1,0
frlR,"0,221311475","17,38533119",0,1,0
yhfS,"0,245856354","19,53580153",0,1,0
yhfT,"0,250574713","19,94119903",0,1,0
yhfU,"0,214689266","16,79188583",0,1,0
php,"0,306029579","24,55040953",0,1,0
yhfW,"0,251018745","19,97922774",0,1,0
yhfX,"0,260309278","20,77026835",0,1,0
yhfY,"0,316804408","25,41791204",0,1,0
yhfZ,"0,27593819","22,08226245",0,1,0
trpS,"0,00199005","-26,77908321",1,0,0
gph,"0,249011858","19,80718401",0,1,0
rpe,"0,03539823","-5,757998822",1,0,0
dam,"0,262843489","20,9845545",0,1,0
damX,"0,267288267","21,35891509",0,1,0
aroB,"0,237832874","18,84078429",0,1,0
aroK,"0,130268199","8,483590674",0,1,0
hofQ,"0,258272801","20,5976155",0,1,0
hofP,"0,259259259","20,68129853",0,1,0
hofO,"0,231292517","18,26869033",0,1,0
hofN,"0,209259259","16,3005983",0,1,0
hofM,"0,233333333","18,4477573",0,1,0
mrcA,"0,281237759","22,52219898",0,1,0
nudE,"0,245989305","19,54725749",0,1,0
yrfF,"0,030430712","-7,052653118",1,0,0
yrfG,"0,301943199","24,21929269",0,1,0
hslR,"0,213930348","16,72348102",0,1,0
hslO,"0,260523322","20,78839142",0,1,0
yhgE,"0,282898551","22,65957975",0,1,0
pck,"0,240295749","19,05490357",0,1,0
envZ,"0,254249815","20,25533108",0,1,0
ompR,"0,255555556","20,3666054",0,1,0
greB,"0,238993711","18,9417935",0,1,0
yhgF,"0,267872524","21,40798667",0,1,0
feoA,"0,49122807","38,65719992",0,1,0
feoB,"0,314814815","25,25831793",0,1,0
feoC,"0,270042194","21,58994232",0,1,0
yhgA,"0,268486917","21,45955542",0,1,0
bioH,"0,250324254","19,91973953",0,1,0
gntX,"0,236842105","18,75444881",0,1,0
nfuA,"0,217013889","17,00090301",0,1,0
gntT,"0,295368261","23,6839721",0,1,0
malQ,"0,274820144","21,98914081",0,1,0
malP,"0,253550543","20,195668",0,1,0
malT,"0,24353289","19,33528185",0,1,0
rtcA,"0,220255654","17,29112068",0,1,0
rtcB,"0,2599837","20,74269315",0,1,0
rtcR,"0,232020013","18,33258149",0,1,0
glpR,"0,222661397","17,50556511",0,1,0
glpG,"0,238267148","18,87859063",0,1,0
glpE,"0,275229358","22,02323675",0,1,0
glpD,"0,200531208","15,50147766",0,1,0
yzgL,"0,187214612","14,25768421",0,1,0
glgP,"0,266339869","21,27919205",0,1,0
glgA,"0,274755927","21,98378888",0,1,0
glgC,"0,279320988","22,36335669",0,1,0
glgX,"0,27254306","21,79914379",0,1,0
glgB,"0,271147691","21,68248827",0,1,0
asd,"0,002717391","-24,67534794",1,0,0
yhgN,"0,249158249","19,81974806",0,1,0
gntU,"0,252796421","20,13126862",0,1,0
gntK,"0,215909091","16,90166136",0,1,0
gntR,"0,260040161","20,74747593",0,1,0
yhhW,"0,29454023","23,61632575",0,1,0
yhhX,"0,204238921","15,84241742",0,1,0
yhhY,"0,449897751","35,62624121",0,1,0
yhhZ,"0,128922816","8,335179181",0,1,0
yrhA,"0,086868687","3,231019755",0,0,1
insA,"0,311594203","24,99941682",0,1,0
insB1,"0,380952381","30,43958859",0,1,0
yrhB,"0,392982456","31,3582546",0,1,0
ggt,"0,245553643","19,50971066",0,1,0
yhhA,"0,19047619","14,56524303",0,1,0
ugpQ,"0,189516129","14,47491608",0,1,0
ugpC,"0,18767507","14,30122439",0,1,0
ugpE,"0,206855792","16,08173255",0,1,0
ugpA,"0,193693694","14,86674482",0,1,0
ugpB,"0,20501139","15,91317211",0,1,0
livF,"0,173669468","12,95809256",0,1,0
livG,"0,239583333","18,99303908",0,1,0
livM,"0,187793427","14,3124096",0,1,0
livH,"0,250269687","19,91506332",0,1,0
livK,"0,266666667","21,30667237",0,1,0
panM,"0,263020833","20,99952707",0,1,0
livJ,"0,237318841","18,79600591",0,1,0
rpoH,"0,010526316","-15,2545729",1,0,0
ftsX,"0,134088763","8,901244327",0,1,0
ftsE,"0,144992526","10,06464909",0,1,0
ftsY,"0,002008032","-26,71851386",1,0,0
rsmD,"0,234505863","18,55040893",0,1,0
yhhL,"0,244444444","19,41402196",0,1,0
yhhM,"0,280555556","22,46570044",0,1,0
yhhN,"0,323763955","25,97413694",0,1,0
zntA,"0,285129604","22,84377417",0,1,0
tusA,"0,089430894","3,575163837",0,0,1
yhhQ,"0,243243243","19,31024275",0,1,0
dcrB,"0,270609319","21,6374326",0,1,0
yhhS,"0,24137931","19,14888605",0,1,0
yhhT,"0,266666667","21,30667237",0,1,0
acpT,"0,306122449","24,5579209",0,1,0
nikA,"0,251428571","20,01430855",0,1,0
nikB,"0,227513228","17,93571797",0,1,0
nikC,"0,286570743","22,96253805",0,1,0
nikD,"0,281045752","22,50630133",0,1,0
nikE,"0,209417596","16,31498601",0,1,0
nikR,"0,286069652","22,92126233",0,1,0
rhsB,"0,336638338","26,99512721",0,1,0
yhhH,"0,1484375","10,42415753",0,1,0
yrhC,"0,199430199","15,39980352",0,1,0
yhhI,"0,398416887","31,771194",0,1,0
yhhJ,"0,208888889","16,26692886",0,1,0
rbbA,"0,226608187","17,85571114",0,1,0
yhiI,"0,225655431","17,77137223",0,1,0
yhiJ,"0,244608749","19,42820484",0,1,0
yhiL,"0,15858209","11,46271322",0,1,0
yhiM,"0,60968661","47,10712302",0,1,0
yhiN,"0,300083126","24,0681728",0,1,0
pitA,"0,260666667","20,80052591",0,1,0
uspB,"0,339285714","27,20385042",0,1,0
uspA,"0,331034483","26,55195308",0,1,0
dtpB,"0,267346939","21,36384436",0,1,0
rsmJ,"0,249667995","19,86347939",0,1,0
prlC,"0,246206559","19,56597342",0,1,0
rlmJ,"0,255041518","20,32282016",0,1,0
gor,"0,151515152","10,74231416",0,1,0
dinQ,"0,25","19,8919474",0,1,0
arsR,"0,18079096","13,64600986",0,1,0
arsB,"0,303100775","24,31321194",0,1,0
arsC,"0,307511737","24,67021472",0,1,0
yhiS,"0,111111111","6,295980068",0,1,0
insH1,"0,404129794","32,20396717",0,1,0
slp,"0,656084656","50,3422349",0,1,0
dctR,"0,514124294","40,31557729",0,1,0
yhiD,"0,657407407","50,43395546",0,1,0
hdeB,"0,44648318","35,37346828",0,1,0
hdeA,"0,642642643","49,40861144",0,1,0
hdeD,"0,54973822","42,8694093",0,1,0
gadE,"0,229166667","18,08161445",0,1,0
mdtE,"0,254749568","20,29794019",0,1,0
mdtF,"0,267822736","21,40380622",0,1,0
gadW,"0,46776406","36,94275964",0,1,0
gadX,"0,478787879","37,75021023",0,1,0
gadA,"0,382583869","30,56455334",0,1,0
yhjA,"0,530042918","41,46075833",0,1,0
treF,"0,299393939","24,01211609",0,1,0
yhjB,"0,525704809","41,14928293",0,1,0
yhjC,"0,26","20,74407395",0,1,0
yhjD,"0,184418146","13,99238808",0,1,0
yhjE,"0,262282691","20,93718831",0,1,0
yhjG,"0,194565745","14,94814489",0,1,0
yhjH,"0,216145833","16,92294191",0,1,0
kdgK,"0,258064516","20,57993399",0,1,0
yhjJ,"0,284569138","22,79754077",0,1,0
dctA,"0,265734266","21,22824077",0,1,0
yhjK,"0,258924082","20,65287564",0,1,0
bcsC,"0,268278641","21,44207778",0,1,0
bcsZ,"0,262872629","20,9870149",0,1,0
bcsB,"0,288461538","23,11810449",0,1,0
bcsA,"0,274532264","21,9651457",0,1,0
bcsQ,"0,302788845","24,28791321",0,1,0
yhjR,"0,402116402","32,0515983",0,1,0
bcsE,"0,372773537","29,81127543",0,1,0
bcsF,"0,21875","17,15650844",0,1,0
bcsG,"0,250595238","19,94295733",0,1,0
ldrD,"0,305555556","24,51206082",0,1,0
yhjV,"0,448113208","35,49418345",0,1,0
dppF,"0,24079602","19,09831113",0,1,0
dppD,"0,212398374","16,58514283",0,1,0
dppC,"0,236987818","18,76715346",0,1,0
dppB,"0,264705882","21,14164081",0,1,0
dppA,"0,262437811","20,95029309",0,1,0
eptB,"0,306737589","24,60765837",0,1,0
yhjX,"0,279569892","22,3840008",0,1,0
yhjY,"0,3018598","24,21252241",0,1,0
tag,"0,258865248","20,64788539",0,1,0
yiaC,"0,222222222","17,4664758",0,1,0
bisC,"0,252784919","20,13028593",0,1,0
yiaD,"0,337878788","27,09297675",0,1,0
ghrB,"0,28","22,41966164",0,1,0
yiaF,"0,299578059","24,02709537",0,1,0
yiaG,"0,254295533","20,25923008",0,1,0
cspA,"0,20657277","16,05590148",0,1,0
mokA,"0,437837838","34,73172964",0,1,0
hokA,"0,424836601","33,76176601",0,1,0
insJ,"0,243295019","19,31471931",0,1,0
insK,"0,458920188","36,29233307",0,1,0
glyS,"0,001932367","-26,97707354",1,0,0
glyQ,"0,001096491","-30,77482494",1,0,0
ysaB,"0,363333333","29,08209348",0,1,0
wecH,"0,479919679","37,83290877",0,1,0
yiaA,"0,639269406","49,17387155",0,1,0
yiaB,"0,49122807","38,65719992",0,1,0
xylB,"0,304467354","24,4239644",0,1,0
xylA,"0,308390023","24,74113537",0,1,0
xylF,"0,473313192","37,34965993",0,1,0
xylG,"0,549286641","42,83720888",0,1,0
xylH,"0,25465313","20,28971984",0,1,0
xylR,"0,243426633","19,32609734",0,1,0
bax,"0,299393939","24,01211609",0,1,0
malS,"0,23042836","18,19271207",0,1,0
avtA,"0,25199362","20,06264753",0,1,0
ysaA,"0,210970464","16,45589192",0,1,0
yiaJ,"0,22614841","17,81502588",0,1,0
yiaK,"0,222222222","17,4664758",0,1,0
yiaL,"0,344017094","27,57588069",0,1,0
yiaM,"0,449367089","35,58698266",0,1,0
yiaN,"0,395931142","31,58246753",0,1,0
yiaO,"0,339412361","27,21382532",0,1,0
lyxK,"0,237140949","18,78050218",0,1,0
sgbH,"0,2413273","19,14437802",0,1,0
sgbU,"0,213704994","16,70315281",0,1,0
sgbE,"0,304597701","24,4345212",0,1,0
ysaC,"0,254901961","20,3109282",0,1,0
ysaD,"0,270833333","21,65618322",0,1,0
yiaT,"0,458839406","36,28638074",0,1,0
yiaU,"0,431794872","34,28163827",0,1,0
yiaV,"0,390501319","31,16930497",0,1,0
yiaW,"0,521604938","40,85449907",0,1,0
aldB,"0,273554256","21,88357325",0,1,0
yiaY,"0,411458333","32,75719965",0,1,0
selB,"0,291598916","23,37560914",0,1,0
selA,"0,23204023","18,33435609",0,1,0
yibF,"0,279146141","22,34885173",0,1,0
rhsA,"0,367440735","29,39989361",0,1,0
yibA,"0,245551601","19,50953463",0,1,0
rhsJ,"0,520634921","40,78469456",0,1,0
yibG,"0,114718615","6,721148418",0,1,0
yibS,"0,579365079","44,97256966",0,1,0
yibW,"0,213114754","16,64987492",0,1,0
yibV,"0,077625571","1,939011839",0,0,1
yibU,"0,611940299","47,26510255",0,1,0
yibH,"0,2823219","22,61190513",0,1,0
yibI,"0,250688705","19,95096375",0,1,0
mtlA,"0,265412748","21,2011765",0,1,0
mtlD,"0,25848564","20,61567916",0,1,0
mtlR,"0,285714286","22,89197793",0,1,0
yibT,"0,30952381","24,83260817",0,1,0
yibL,"0,214876033","16,80870731",0,1,0
lldP,"0,292874396","23,48007605",0,1,0
lldR,"0,254826255","20,30447629",0,1,0
lldD,"0,260285474","20,7682526",0,1,0
trmL,"0,238396624","18,88985809",0,1,0
cysE,"0,169099757","12,51086561",0,1,0
gpsA,"0,011764706","-14,4454279",1,0,0
secB,"0,081196581","2,448174069",0,0,1
grxC,"0,226190476","17,8187494",0,1,0
yibN,"0,25","19,8919474",0,1,0
gpmM,"0,250485437","19,93355056",0,1,0
envC,"0,284126984","22,76104894",0,1,0
yibQ,"0,28125","22,5232124",0,1,0
waaH,"0,524637681","41,0725946",0,1,0
tdh,"0,297270955","23,83921699",0,1,0
kbl,"0,261487051","20,86993495",0,1,0
